date,time_step,total cases,original cases,alpha cases,delta cases,omicron ba1 cases,omicron ba2 cases,omicron ba4 cases,omicron ba5 cases,omicron ba4.6 cases, omicron bf7.cases, omicron bq.1cases, omicron xbb cases, deaths,hospitalizations
2022-04-20,781,165.0,0.0,0.0,0.0,3.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-21,782,180.0,0.0,0.0,0.0,4.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
2022-04-22,783,209.0,0.0,0.0,0.0,4.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-23,784,122.0,0.0,0.0,0.0,2.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
2022-04-24,785,110.0,0.0,0.0,0.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-25,786,189.0,0.0,0.0,0.0,2.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-26,787,249.0,0.0,0.0,0.0,2.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-27,788,281.0,0.0,0.0,0.0,3.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-28,789,244.0,0.0,0.0,0.0,2.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
2022-04-29,790,242.0,0.0,0.0,0.0,2.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-30,791,169.0,0.0,0.0,0.0,2.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
2022-05-01,792,142.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-02,793,291.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-03,794,219.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-04,795,327.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-05,796,327.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
2022-05-06,797,280.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-07,798,88.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
2022-05-08,799,300.0,0.0,0.0,0.0,0.0,291.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-09,800,343.0,0.0,0.0,0.0,0.0,333.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-10,801,430.0,0.0,0.0,0.0,0.0,417.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-11,802,439.0,0.0,0.0,0.0,0.0,426.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-12,803,239.0,0.0,0.0,0.0,0.0,232.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,76.0
2022-05-13,804,662.0,0.0,0.0,0.0,0.0,642.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-14,805,278.0,0.0,0.0,0.0,0.0,270.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,88.0
2022-05-15,806,268.0,0.0,0.0,0.0,0.0,255.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-16,807,510.0,0.0,0.0,0.0,0.0,484.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-17,808,554.0,0.0,0.0,0.0,0.0,526.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-18,809,534.0,0.0,0.0,0.0,0.0,507.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-19,810,490.0,0.0,0.0,0.0,0.0,466.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,118.0
