Time,Nodes,Symptomatic
0,1,0.16
0,2,0.16
0,3,0.16
0,4,0
0,5,0
0,6,0
0,7,0.16
0,8,0
0,9,0
0,10,0.16
0,11,0
0,12,0
0,13,0
0,14,0.16
0,15,0
0,16,0.16
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0.16
0,22,0
0,23,0.16
0,24,0
0,25,0.16
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0.16
0,31,0
0,32,0
0,33,0.16
0,34,0
0,35,0
0,36,0.16
0,37,0.16
0,38,0.16
0,39,0
0,40,0.16
0,41,0.16
0,42,0
0,43,0.16
0,44,0
0,45,0
0,46,0.16
0,47,5.28
1,1,963.464
1,2,57.0238
1,3,1216.22
1,4,962.082
1,5,928.731
1,6,730.196
1,7,452.028
1,8,1368.29
1,9,662.109
1,10,589.917
1,11,1372.68
1,12,1169.93
1,13,297.412
1,14,1135.13
1,15,407.779
1,16,1736.61
1,17,1887.57
1,18,1092.34
1,19,1871.29
1,20,175.676
1,21,1116.88
1,22,144.319
1,23,946.113
1,24,213.173
1,25,280.668
1,26,1319.16
1,27,499.691
1,28,236.523
1,29,486.776
1,30,773.268
1,31,1034.27
1,32,445.961
1,33,1415.82
1,34,1067.86
1,35,1116.88
1,36,855.577
1,37,1754.98
1,38,1281.7
1,39,358.781
1,40,1549.27
1,41,2132.88
1,42,1105.66
1,43,1966.71
1,44,755.022
1,45,1253.92
1,46,945.215
1,47,953.357
2,1,821.109
2,2,48.5984
2,3,1036.52
2,4,819.93
2,5,791.507
2,6,622.307
2,7,385.239
2,8,1166.12
2,9,564.28
2,10,502.755
2,11,1169.87
2,12,997.065
2,13,253.469
2,14,967.412
2,15,347.528
2,16,1480.02
2,17,1608.68
2,18,930.941
2,19,1594.8
2,20,149.719
2,21,951.856
2,22,122.995
2,23,806.321
2,24,181.675
2,25,239.198
2,26,1124.25
2,27,425.86
2,28,201.575
2,29,414.853
2,30,659.014
2,31,881.448
2,32,380.068
2,33,1206.63
2,34,910.083
2,35,951.854
2,36,729.162
2,37,1495.67
2,38,1092.32
2,39,305.769
2,40,1320.36
2,41,1817.74
2,42,942.291
2,43,1676.12
2,44,643.464
2,45,1068.65
2,46,805.556
2,47,812.496
3,1,699.806
