date,time_step,total cases,original cases,alpha cases,delta cases,omicron ba1 cases,omicron ba2 cases,omicron ba4 cases,omicron ba5 cases,omicron ba4.6 cases, omicron bf7.cases, omicron bq.1cases, omicron xbb cases, deaths,hospitalizations
2021-02-24,361,390.0,335.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2021-02-25,362,359.0,269.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,241.0
2021-02-26,363,304.0,240.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2021-02-27,364,298.0,235.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,236.0
2021-02-28,365,120.0,96.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2021-03-01,366,431.0,332.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2021-03-02,367,234.0,178.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2021-03-03,368,396.0,281.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2021-03-04,369,377.0,271.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,254.0
2021-03-05,370,258.0,188.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2021-03-06,371,290.0,186.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,257.0
2021-03-07,372,176.0,116.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2021-03-08,373,262.0,170.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-03-09,374,354.0,227.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-03-10,375,308.0,194.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-03-11,376,353.0,208.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,230.0
2021-03-12,377,398.0,235.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-03-13,378,244.0,151.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,224.0
2021-03-14,379,192.0,108.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2021-03-15,380,343.0,199.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-03-16,381,376.0,199.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-03-17,382,344.0,179.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-03-18,383,373.0,194.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,223.0
2021-03-19,384,360.0,169.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-03-20,385,301.0,141.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,222.0
2021-03-21,386,149.0,70.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-03-22,387,367.0,172.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2021-03-23,388,415.0,183.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-03-24,389,461.0,184.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021-03-25,390,491.0,226.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,224.0
