Time,Nodes,Symptomatic
0,1,0.16
0,2,0
0,3,0.16
0,4,0.16
0,5,0.16
0,6,0.16
0,7,0.16
0,8,0
0,9,0.16
0,10,0.16
0,11,0
0,12,0.16
0,13,0
0,14,0
0,15,0.16
0,16,0.16
0,17,0.16
0,18,0
0,19,0.16
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0.16
0,27,0.16
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0.16
0,33,0
0,34,0
0,35,0.16
0,36,0.16
0,37,0.16
0,38,0.16
0,39,0.16
0,40,0.16
0,41,0.16
0,42,0
0,43,0
0,44,0.16
0,45,0
0,46,0.16
0,47,10.4
1,1,321.211
1,2,18.8473
1,3,405.054
1,4,320.878
1,5,309.899
1,6,243.406
1,7,150.734
1,8,456.44
1,9,220.773
1,10,196.641
1,11,458.165
1,12,389.929
1,13,99.1096
1,14,378.296
1,15,135.834
1,16,578.707
1,17,629.334
1,18,364.066
1,19,623.958
1,20,58.5948
1,21,372.552
1,22,47.8565
1,23,315.623
1,24,71.1546
1,25,93.8181
1,26,440.267
1,27,166.541
1,28,78.5731
1,29,162.283
1,30,257.756
1,31,344.861
1,32,148.584
1,33,472.202
1,34,355.847
1,35,372.358
1,36,284.994
1,37,584.984
1,38,427.354
1,39,119.514
1,40,516.411
1,41,710.78
1,42,368.494
1,43,655.534
1,44,251.62
1,45,417.915
1,46,315.197
1,47,312.285
2,1,273.837
2,2,16.0676
2,3,345.314
2,4,273.553
2,5,264.193
2,6,207.507
2,7,128.502
2,8,389.122
2,9,188.212
2,10,167.639
2,11,390.592
2,12,332.42
2,13,84.4923
2,14,322.503
2,15,115.8
2,16,493.356
2,17,536.516
2,18,310.371
2,19,531.933
2,20,49.9529
2,21,317.606
2,22,40.7984
2,23,269.073
2,24,60.6603
2,25,79.9812
2,26,375.333
2,27,141.979
2,28,66.9847
2,29,138.348
2,30,219.74
2,31,293.998
2,32,126.67
2,33,402.558
2,34,303.364
2,35,317.44
2,36,242.962
2,37,498.707
2,38,364.325
2,39,101.888
2,40,440.247
2,41,605.95
2,42,314.146
2,43,558.852
2,44,214.509
2,45,356.278
2,46,268.71
2,47,266.231
3,1,233.469
3,2,13.6991
3,3,294.409
3,4,233.226
3,5,225.246
3,6,176.917
3,7,109.559
3,8,331.758
3,9,160.467
3,10,142.926
3,11,333.012
3,12,283.416
3,13,72.0368
3,14,274.961
3,15,98.7295
3,16,420.627
3,17,457.424
3,18,264.617
3,19,453.517
3,20,42.589
3,21,270.785
3,22,34.7841
3,23,229.407
3,24,51.7179
3,25,68.1906
3,26,320.003
3,27,121.049
3,28,57.1101
3,29,117.954
3,30,187.347
3,31,250.658
3,32,107.997
3,33,343.214
3,34,258.643
3,35,270.644
3,36,207.145
3,37,425.189
3,38,310.618
3,39,86.8677
3,40,375.347
3,41,516.623
3,42,267.836
3,43,476.467
3,44,182.887
3,45,303.757
3,46,229.097
3,47,226.988
4,1,199.071
4,2,11.6808
4,3,251.032
4,4,198.864
4,5,192.059
4,6,150.851
4,7,93.4171
4,8,282.879
4,9,136.824
4,10,121.868
4,11,283.947
4,12,241.658
4,13,61.4232
4,14,234.449
4,15,84.1831
4,16,358.653
4,17,390.029
4,18,225.63
4,19,386.698
4,20,36.3142
4,21,230.889
4,22,29.6593
4,23,195.607
4,24,44.098
4,25,58.1436
4,26,272.855
4,27,103.214
4,28,48.6959
4,29,100.575
4,30,159.744
4,31,213.727
4,32,92.0852
4,33,292.647
4,34,220.536
4,35,230.769
4,36,176.625
4,37,362.543
4,38,264.853
4,39,74.069
4,40,320.045
4,41,440.506
