date,time_step,total cases,original cases,alpha cases,delta cases,omicron ba1 cases,omicron ba2 cases,omicron ba4 cases,omicron ba5 cases,omicron ba4.6 cases, omicron bf7.cases, omicron bq.1cases, omicron xbb cases, deaths,hospitalizations
2022-01-20,691,2387.0,0.0,0.0,0.0,2387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,627.0
2022-01-21,692,1477.0,0.0,0.0,0.0,1477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2022-01-22,693,475.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,615.0
2022-01-23,694,2815.0,0.0,0.0,0.0,2790.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2022-01-24,695,2510.0,0.0,0.0,0.0,2485.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2022-01-25,696,2420.0,0.0,0.0,0.0,2396.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2022-01-26,697,1562.0,0.0,0.0,0.0,1550.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2022-01-27,698,2169.0,0.0,0.0,0.0,2169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,557.0
2022-01-28,699,1411.0,0.0,0.0,0.0,1411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-01-29,700,1306.0,0.0,0.0,0.0,1289.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,543.0
2022-01-30,701,1165.0,0.0,0.0,0.0,1150.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022-01-31,702,1278.0,0.0,0.0,0.0,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2022-02-01,703,1027.0,0.0,0.0,0.0,1016.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2022-02-02,704,1144.0,0.0,0.0,0.0,1135.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2022-02-03,705,1146.0,0.0,0.0,0.0,1146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,510.0
2022-02-04,706,2118.0,0.0,0.0,0.0,2118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
2022-02-05,707,751.0,0.0,0.0,0.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,473.0
2022-02-06,708,720.0,0.0,0.0,0.0,710.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
2022-02-07,709,1708.0,0.0,0.0,0.0,1686.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
2022-02-08,710,781.0,0.0,0.0,0.0,765.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
2022-02-09,711,618.0,0.0,0.0,0.0,606.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
2022-02-10,712,998.0,0.0,0.0,0.0,978.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,391.0
2022-02-11,713,1039.0,0.0,0.0,0.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2022-02-12,714,284.0,0.0,0.0,0.0,275.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,357.0
2022-02-13,715,286.0,0.0,0.0,0.0,280.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2022-02-14,716,607.0,0.0,0.0,0.0,595.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2022-02-15,717,577.0,0.0,0.0,0.0,565.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2022-02-16,718,1203.0,0.0,0.0,0.0,1143.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2022-02-17,719,319.0,0.0,0.0,0.0,309.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,292.0
2022-02-18,720,728.0,0.0,0.0,0.0,692.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
