Time,Nodes,Symptomatic
0,1,0.16
0,2,0.16
0,3,0
0,4,0
0,5,0
0,6,0.16
0,7,0
0,8,0
0,9,0.16
0,10,0
0,11,0
0,12,0.16
0,13,0.16
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0.16
0,20,0
0,21,0
0,22,0.16
0,23,0.16
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0.16
0,32,0.16
0,33,0
0,34,0
0,35,0.16
0,36,0.16
0,37,0.16
0,38,0
0,39,0.16
0,40,0.16
0,41,0
0,42,0.16
0,43,0.16
0,44,0.16
0,45,0.16
0,46,0
0,47,10.08
1,1,963.475
1,2,57.2969
1,3,1216.35
1,4,962.236
1,5,929.019
1,6,730.222
1,7,452.453
1,8,1368.57
1,9,662.407
1,10,589.802
1,11,1372.85
1,12,1170.13
1,13,297.287
1,14,1135.15
1,15,407.658
1,16,1736.56
1,17,1887.77
1,18,1092.21
1,19,1871.34
1,20,175.818
1,21,1116.92
1,22,144.05
1,23,946.273
1,24,213.319
1,25,280.946
1,26,1319.34
1,27,499.856
1,28,236.4
1,29,487.075
1,30,773.441
1,31,1034.32
1,32,445.699
1,33,1415.6
1,34,1068.2
1,35,1116.78
1,36,855.623
1,37,1755.21
1,38,1281.86
1,39,358.937
1,40,1549.19
1,41,2132.85
1,42,1105.44
1,43,1966.94
1,44,755.334
1,45,1254.12
1,46,944.974
1,47,953.128
2,1,821.118
2,2,48.831
2,3,1036.63
2,4,820.062
2,5,791.753
2,6,622.329
2,7,385.601
2,8,1166.36
2,9,564.534
2,10,502.656
2,11,1170.01
2,12,997.238
2,13,253.362
2,14,967.426
2,15,347.425
2,16,1479.97
2,17,1608.85
2,18,930.836
2,19,1594.84
2,20,149.84
2,21,951.889
2,22,122.766
2,23,806.458
2,24,181.8
2,25,239.435
2,26,1124.4
2,27,426
2,28,201.471
2,29,415.108
2,30,659.162
2,31,881.491
2,32,379.845
2,33,1206.44
2,34,910.365
2,35,951.771
2,36,729.201
2,37,1495.87
2,38,1092.46
2,39,305.903
2,40,1320.29
2,41,1817.71
2,42,942.105
2,43,1676.32
2,44,643.73
2,45,1068.82
2,46,805.35
2,47,812.301
3,1,699.813
