Time,Nodes,Symptomatic
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0.16
0,7,0.16
0,8,0
0,9,0.16
0,10,0
0,11,0.16
0,12,0.16
0,13,0
0,14,0
0,15,0.16
0,16,0
0,17,0.16
0,18,0
0,19,0.16
0,20,0.16
0,21,0.16
0,22,0.16
0,23,0
0,24,0
0,25,0.16
0,26,0.16
0,27,0
0,28,0.16
0,29,0.16
0,30,0.16
0,31,0
0,32,0.16
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0.16
0,42,0.16
0,43,0
0,44,0.16
0,45,0.16
0,46,0
0,47,9.92
1,1,321.944
1,2,18.89
1,3,405.408
1,4,321.206
1,5,310.322
1,6,243.78
1,7,150.942
1,8,457.776
1,9,221.079
1,10,197.216
1,11,459.42
1,12,390.271
1,13,99.3238
1,14,378.704
1,15,136.019
1,16,579.829
1,17,630.449
1,18,364.659
1,19,624.679
1,20,58.5761
1,21,373.256
1,22,48.1936
1,23,315.937
1,24,71.0939
1,25,93.8524
1,26,441.42
1,27,166.914
1,28,78.828
1,29,162.659
1,30,258.238
1,31,345.204
1,32,148.773
1,33,473.391
1,34,356.596
1,35,372.938
1,36,285.496
1,37,585.89
1,38,428.316
1,39,119.548
1,40,516.987
1,41,711.971
1,42,369.183
1,43,656.675
1,44,252.09
1,45,418.962
1,46,315.37
1,47,309.29
2,1,274.461
2,2,16.1041
2,3,345.616
2,4,273.832
2,5,264.553
2,6,207.826
2,7,128.681
2,8,390.26
2,9,188.473
2,10,168.13
2,11,391.662
2,12,332.711
2,13,84.6749
2,14,322.85
2,15,115.958
2,16,494.312
2,17,537.466
2,18,310.877
2,19,532.547
2,20,49.937
2,21,318.205
2,22,41.0857
2,23,269.341
2,24,60.6086
2,25,80.0105
2,26,376.316
2,27,142.296
2,28,67.2019
2,29,138.669
2,30,220.151
2,31,294.291
2,32,126.831
2,33,403.572
2,34,304.003
2,35,317.935
2,36,243.39
2,37,499.479
2,38,365.145
2,39,101.916
2,40,440.739
2,41,606.965
2,42,314.733
2,43,559.824
2,44,214.91
2,45,357.17
2,46,268.857
2,47,263.679
3,1,234.001
3,2,13.7302
3,3,294.666
3,4,233.465
3,5,225.553
3,6,177.189
3,7,109.711
3,8,332.728
3,9,160.689
3,10,143.344
3,11,333.924
3,12,283.664
3,13,72.1923
3,14,275.257
3,15,98.8639
3,16,421.441
3,17,458.234
3,18,265.048
3,19,454.041
3,20,42.5755
3,21,271.296
3,22,35.029
3,23,229.635
3,24,51.6739
3,25,68.2156
3,26,320.84
3,27,121.319
3,28,57.2952
3,29,118.227
3,30,187.697
3,31,250.907
3,32,108.134
3,33,344.078
3,34,259.188
3,35,271.065
3,36,207.51
3,37,425.847
3,38,311.316
3,39,86.8923
3,40,375.766
3,41,517.487
3,42,268.336
3,43,477.296
3,44,183.229
3,45,304.517
3,46,229.223
3,47,224.814
4,1,199.524
4,2,11.7073
4,3,251.251
4,4,199.067
4,5,192.321
4,6,151.083
4,7,93.5464
4,8,283.705
4,9,137.014
4,10,122.224
4,11,284.724
4,12,241.87
4,13,61.5558
4,14,234.702
4,15,84.2977
4,16,359.348
4,17,390.719
4,18,225.997
4,19,387.144
4,20,36.3027
4,21,231.324
4,22,29.8679
4,23,195.802
4,24,44.0605
4,25,58.165
4,26,273.569
4,27,103.444
4,28,48.8536
4,29,100.808
4,30,160.042
4,31,213.94
4,32,92.2018
4,33,293.383
4,34,221
4,35,231.128
4,36,176.936
4,37,363.104
