Time,Nodes,Symptomatic
0,1,0
0,2,0
0,3,0.16
0,4,0.16
0,5,0.16
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0.16
0,12,0
0,13,0.16
0,14,0
0,15,0
0,16,0.16
0,17,0
0,18,0.16
0,19,0
0,20,0.16
0,21,0
0,22,0
0,23,0.16
0,24,0.16
0,25,0
0,26,0.16
0,27,0.16
0,28,0.16
0,29,0.16
0,30,0.16
0,31,0
0,32,0.16
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0.16
0,39,0.16
0,40,0
0,41,0
0,42,0
0,43,0.16
0,44,0
0,45,0.16
0,46,0.16
0,47,8.96
1,1,963.504
1,2,57.0299
1,3,1218.05
1,4,962.384
1,5,929.266
1,6,730.638
1,7,452.418
1,8,1368.29
1,9,662.667
1,10,589.993
1,11,1372.88
1,12,1171.04
1,13,297.466
1,14,1135.28
1,15,407.894
1,16,1737.91
1,17,1888.78
1,18,1092.15
1,19,1871.73
1,20,176.052
1,21,1117.39
1,22,143.97
1,23,946.511
1,24,213.334
1,25,280.902
1,26,1320.05
1,27,500.03
1,28,236.488
1,29,487.209
1,30,773.74
1,31,1034.7
1,32,446.008
1,33,1416.49
1,34,1068.97
1,35,1117.13
1,36,856.069
1,37,1756.61
1,38,1282.07
1,39,358.839
1,40,1549.65
1,41,2134.63
1,42,1106.29
1,43,1968.47
1,44,755.951
1,45,1255.32
1,46,945.465
1,47,952.228
2,1,821.142
2,2,48.6036
2,3,1038.08
2,4,820.188
2,5,791.964
2,6,622.683
2,7,385.571
2,8,1166.12
2,9,564.755
2,10,502.819
2,11,1170.03
2,12,998.01
2,13,253.514
2,14,967.538
2,15,347.626
2,16,1481.13
2,17,1609.71
2,18,930.779
2,19,1595.18
2,20,150.04
2,21,952.29
2,22,122.698
2,23,806.66
2,24,181.813
2,25,239.397
2,26,1125.01
2,27,426.148
2,28,201.546
2,29,415.222
2,30,659.417
2,31,881.818
2,32,380.108
2,33,1207.19
2,34,911.023
2,35,952.073
2,36,729.581
2,37,1497.07
2,38,1092.64
2,39,305.819
2,40,1320.68
2,41,1819.23
2,42,942.833
2,43,1677.62
2,44,644.256
2,45,1069.84
2,46,805.769
2,47,811.535
3,1,699.834
3,2,41.4234
3,3,884.723
3,4,699.021
3,5,674.966
3,6,530.694
3,7,328.61
3,8,993.845
3,9,481.324
3,10,428.537
3,11,997.181
3,12,850.573
3,13,216.062
3,14,824.603
3,15,296.271
3,16,1262.32
3,17,1371.9
3,18,793.274
3,19,1359.52
3,20,127.874
3,21,811.607
3,22,104.572
3,23,687.491
3,24,154.954
3,25,204.031
3,26,958.809
3,27,363.193
3,28,171.771
3,29,353.881
3,30,562
3,31,751.546
3,32,323.955
3,33,1028.85
3,34,776.437
3,35,811.423
3,36,621.799
3,37,1275.9
3,38,931.223
3,39,260.64
3,40,1125.58
3,41,1550.47
3,42,803.547
3,43,1429.78
3,44,549.079
3,45,911.789
3,46,686.732
3,47,691.648
4,1,596.466
4,2,35.305
4,3,754.046
4,4,595.773
4,5,575.271
4,6,452.308
4,7,280.074
4,8,847.051
4,9,410.23
4,10,365.24
4,11,849.894
4,12,724.94
4,13,184.149
4,14,702.806
4,15,252.511
4,16,1075.87
4,17,1169.27
4,18,676.105
4,19,1158.71
4,20,108.987
4,21,691.73
4,22,89.1262
4,23,585.946
4,24,132.066
4,25,173.895
4,26,817.189
4,27,309.548
4,28,146.4
4,29,301.611
4,30,478.991
4,31,640.54
4,32,276.105
4,33,876.889
4,34,661.754
