Time,Nodes,Symptomatic
0,1,0.16
0,2,0
0,3,0.16
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0.16
0,9,0
0,10,0
0,11,0
0,12,0.16
0,13,0
0,14,0.16
0,15,0
0,16,0
0,17,0.16
0,18,0.16
0,19,0
0,20,0
0,21,0.16
0,22,0
0,23,0.16
0,24,0
0,25,0.16
0,26,0
0,27,0.16
0,28,0
0,29,0
0,30,0.16
0,31,0.16
0,32,0
0,33,0.16
0,34,0
0,35,0
0,36,0.16
0,37,0
0,38,0.16
0,39,0
0,40,0
0,41,0.16
0,42,0.16
0,43,0
0,44,0
0,45,0
0,46,0
0,47,9.44
1,1,322.841
1,2,19.0917
1,3,406.148
1,4,321.29
1,5,310.548
1,6,244.208
1,7,151.258
1,8,459.238
1,9,221.267
1,10,197.603
1,11,461.174
1,12,391.128
1,13,99.5092
1,14,379.181
1,15,136.298
1,16,580.834
1,17,632.06
1,18,365.074
1,19,625.972
1,20,58.6174
1,21,374.041
1,22,47.7438
1,23,316.752
1,24,70.7977
1,25,94.0401
1,26,443.568
1,27,167.199
1,28,79.0072
1,29,162.611
1,30,258.758
1,31,345.926
1,32,148.92
1,33,475.318
1,34,357.041
1,35,373.401
1,36,286.252
1,37,587.117
1,38,429.079
1,39,119.531
1,40,517.993
1,41,713.08
1,42,369.741
1,43,658.325
1,44,252.661
1,45,419.581
1,46,316.041
1,47,308.549
2,1,275.226
2,2,16.276
2,3,346.247
2,4,273.904
2,5,264.746
2,6,208.19
2,7,128.949
2,8,391.506
2,9,188.633
2,10,168.459
2,11,393.156
2,12,333.442
2,13,84.8329
2,14,323.257
2,15,116.196
2,16,495.168
2,17,538.839
2,18,311.23
2,19,533.649
2,20,49.9722
2,21,318.875
2,22,40.7024
2,23,270.035
2,24,60.3562
2,25,80.1705
2,26,378.147
2,27,142.539
2,28,67.3547
2,29,138.628
2,30,220.595
2,31,294.907
2,32,126.957
2,33,405.214
2,34,304.383
2,35,318.329
2,36,244.034
2,37,500.525
2,38,365.796
2,39,101.902
2,40,441.595
2,41,607.91
2,42,315.209
2,43,561.231
2,44,215.397
2,45,357.698
2,46,269.429
2,47,263.047
3,1,234.652
3,2,13.8766
3,3,295.204
3,4,233.526
3,5,225.718
3,6,177.499
3,7,109.94
3,8,333.791
3,9,160.825
3,10,143.625
3,11,335.197
3,12,284.286
3,13,72.3271
3,14,275.604
3,15,99.0668
3,16,422.172
3,17,459.404
3,18,265.349
3,19,454.98
3,20,42.6055
3,21,271.867
3,22,34.7023
3,23,230.227
3,24,51.4588
3,25,68.352
3,26,322.401
3,27,121.526
3,28,57.4254
3,29,118.192
3,30,188.075
3,31,251.432
3,32,108.241
3,33,345.478
3,34,259.511
3,35,271.402
3,36,208.059
3,37,426.739
3,38,311.871
3,39,86.8797
3,40,376.496
3,41,518.293
3,42,268.742
3,43,478.495
3,44,183.644
3,45,304.967
3,46,229.71
3,47,224.275
4,1,200.079
4,2,11.8321
4,3,251.709
4,4,199.119
4,5,192.462
4,6,151.347
4,7,93.7417
4,8,284.611
4,9,137.13
4,10,122.464
4,11,285.81
4,12,242.401
4,13,61.6706
4,14,234.997
4,15,84.4706
4,16,359.97
4,17,391.717
4,18,226.254
4,19,387.944
4,20,36.3283
4,21,231.811
4,22,29.5896
4,23,196.306
4,24,43.8773
4,25,58.2813
4,26,274.899
4,27,103.621
4,28,48.9646
4,29,100.778
4,30,160.364
4,31,214.387
4,32,92.2933
4,33,294.576
4,34,221.276
4,35,231.415
4,36,177.404
4,37,363.864
4,38,265.92
4,39,74.0793
4,40,321.024
4,41,441.93
4,42,229.146
